Darrell Braun Guitar,,10 SEMPLICI FRASEGGI DI CHITARRA Che Ogni Chitarrista Dovrebbe Conoscere,19 Mar 2020 21:10
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,19 Mar 2020 21:04
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,19 Mar 2020 20:41
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,19 Mar 2020 20:32
Eagles,Desperado (2013 Remaster),Saturday Night - 2013 Remaster,19 Mar 2020 17:01
Eagles,Desperado (2013 Remaster),Outlaw Man - 2013 Remaster,19 Mar 2020 16:58
Eagles,Desperado (2013 Remaster),Doolin-Dalton (Instrumental) - Instrumental; 2013 Remaster,19 Mar 2020 16:57
Bugo e Morgan,,Sincero,19 Mar 2020 16:52
Eagles,Desperado (2013 Remaster),Doolin-Dalton / Desperado (Reprise) - 2013 Remaster,19 Mar 2020 16:51
Eagles,Desperado (2013 Remaster),Bitter Creek - 2013 Remaster,19 Mar 2020 16:46
Eagles,Desperado (2013 Remaster),Saturday Night - 2013 Remaster,19 Mar 2020 16:43
Eagles,Desperado (2013 Remaster),Outlaw Man - 2013 Remaster,19 Mar 2020 16:39
Eagles,Desperado (2013 Remaster),Doolin-Dalton (Instrumental) - Instrumental; 2013 Remaster,19 Mar 2020 16:38
Eagles,Desperado (2013 Remaster),Certain Kind of Fool - 2013 Remaster,19 Mar 2020 16:35
Eagles,Desperado (2013 Remaster),Desperado - 2013 Remaster,19 Mar 2020 16:32
Eagles,Desperado (2013 Remaster),Tequila Sunrise - 2013 Remaster,19 Mar 2020 16:29
Eagles,Desperado (2013 Remaster),Out of Control - 2013 Remaster,19 Mar 2020 16:26
Eagles,Desperado (2013 Remaster),Twenty-One - 2013 Remaster,19 Mar 2020 16:23
Eagles,Desperado (2013 Remaster),Doolin-Dalton - 2013 Remaster,19 Mar 2020 16:20
Eagles,Eagles (2013 Remaster),Train Leaves Here This Morning - Eagles 2013 Remaster,19 Mar 2020 16:14
Eagles,Desperado (2013 Remaster),Doolin-Dalton / Desperado (Reprise) - 2013 Remaster,19 Mar 2020 16:09
Eagles,Desperado (2013 Remaster),Bitter Creek - 2013 Remaster,19 Mar 2020 16:04
Eagles,Desperado (2013 Remaster),Saturday Night - 2013 Remaster,19 Mar 2020 16:01
Eagles,Desperado (2013 Remaster),Outlaw Man - 2013 Remaster,19 Mar 2020 15:57
Eagles,Desperado (2013 Remaster),Doolin-Dalton (Instrumental) - Instrumental; 2013 Remaster,19 Mar 2020 15:57
Eagles,Desperado (2013 Remaster),Doolin-Dalton (Instrumental) - Instrumental; 2013 Remaster,19 Mar 2020 15:56
Eagles,Desperado (2013 Remaster),Certain Kind of Fool - 2013 Remaster,19 Mar 2020 15:53
Eagles,Desperado (2013 Remaster),Desperado - 2013 Remaster,19 Mar 2020 15:49
Eagles,Desperado (2013 Remaster),Tequila Sunrise - 2013 Remaster,19 Mar 2020 15:46
Eagles,Desperado (2013 Remaster),Out of Control - 2013 Remaster,19 Mar 2020 15:43
Eagles,Desperado (2013 Remaster),Twenty-One - 2013 Remaster,19 Mar 2020 15:40
Eagles,Desperado (2013 Remaster),Doolin-Dalton - 2013 Remaster,19 Mar 2020 15:37
Eagles,Desperado (2013 Remaster),Desperado - 2013 Remaster,19 Mar 2020 15:33
Eagles,One of These Nights (2013 Remaster),One of These Nights - 2013 Remaster,19 Mar 2020 15:28
Eagles,Hotel California (2013 Remaster),Life in the Fast Lane - 2013 Remaster,19 Mar 2020 15:23
Eagles,Eagles (2013 Remaster),Take It Easy - 2013 Remaster,19 Mar 2020 15:19
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Hey Tonight,19 Mar 2020 15:17
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Born To Move,19 Mar 2020 14:50
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),(Wish I Could) Hideaway,19 Mar 2020 14:37
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Have You Ever Seen the Rain,19 Mar 2020 14:35
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Chameleon,19 Mar 2020 14:31
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Sailor's Lament,19 Mar 2020 14:27
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Pagan Baby,19 Mar 2020 14:21
Creedence Clearwater Revival,Live At Woodstock,Ninety-Nine And A Half (Won’t Do) - Live At The Woodstock Music & Art Fair / 1969,19 Mar 2020 14:15
Creedence Clearwater Revival,Live At Woodstock,Green River - Live At The Woodstock Music & Art Fair / 1969,19 Mar 2020 14:12
Creedence Clearwater Revival,Live At Woodstock,Born On The Bayou - Live At The Woodstock Music & Art Fair / 1969,19 Mar 2020 14:06
Creedence Clearwater Revival,Cosmo's Factory (40th Anniversary Edition),Run Through the Jungle,19 Mar 2020 14:03
Creedence Clearwater Revival,Green River (40th Anniversary Edition),Green River,19 Mar 2020 14:00
Creedence Clearwater Revival,Cosmo's Factory (40th Anniversary Edition),Who'll Stop the Rain,19 Mar 2020 13:58
Creedence Clearwater Revival,Bayou Country (40th Anniversary Edition),Proud Mary,19 Mar 2020 13:55
Creedence Clearwater Revival,Cosmo's Factory (40th Anniversary Edition),Lookin' Out My Back Door,19 Mar 2020 13:52
Creedence Clearwater Revival,Cosmo's Factory (40th Anniversary Edition),Up Around the Bend,19 Mar 2020 13:50
Creedence Clearwater Revival,Willy and the Poor Boys,Down on the Corner,19 Mar 2020 13:47
Creedence Clearwater Revival,Green River (40th Anniversary Edition),Bad Moon Rising,19 Mar 2020 13:44
Creedence Clearwater Revival,Green River (40th Anniversary Edition),Bad Moon Rising,19 Mar 2020 13:42
Creedence Clearwater Revival,Pendulum (40th Anniversary Edition),Have You Ever Seen the Rain,19 Mar 2020 13:39
Creedence Clearwater Revival,Willy and the Poor Boys,Fortunate Son,19 Mar 2020 13:37
Dream Theater,A Dramatic Turn of Events,Lost Not Forgotten,19 Mar 2020 11:53
Franco Battiato,La Voce Del Padrone (2008 Remastered Edition),Bandiera Bianca - Remastered,19 Mar 2020 11:47
Francesco De Gregori,Titanic,La Leva Calcistica Della Classe '68,19 Mar 2020 11:41
Francesco De Gregori,Titanic,La Leva Calcistica Della Classe '68,19 Mar 2020 11:38
Francesco De Gregori,Titanic,La Leva Calcistica Della Classe '68,19 Mar 2020 11:33
Luigi Tenco,Luigi Tenco - I Miti,Ciao amore ciao,19 Mar 2020 11:30
Lucio Dalla,Lucio Dalla,Anna e Marco,19 Mar 2020 11:23
Pierangelo Bertoli,A muso duro,A muso duro,19 Mar 2020 11:16
Pierangelo Bertoli,A muso duro,A muso duro,19 Mar 2020 11:11
Franco Battiato,La Voce Del Padrone (2008 Remastered Edition),Summer On A Solitary Beach - 2008 Remaster,19 Mar 2020 11:09
Francesco De Gregori,Rimmel,Rimmel,19 Mar 2020 11:05
Roberto Vecchioni,L'uomo Che si Gioca il Cielo a Dadi,Luci A San Siro,19 Mar 2020 11:00
Deep Purple,Come Taste The Band: 35th Anniversary Edition,This Time Around/Owed To 'G' (Medley) - 2010 Digital Remaster,19 Mar 2020 10:18
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,19 Mar 2020 10:18
Deep Purple,Come Taste The Band: 35th Anniversary Edition,This Time Around/Owed To 'G' (Medley) - 2010 Digital Remaster,19 Mar 2020 10:11
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Love Child - 2010 Digital Remaster,19 Mar 2020 10:08
Deep Purple,Come Taste The Band: 35th Anniversary Edition,The Drifter - 2010 Kevin Shirley Remix,19 Mar 2020 09:27
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Same In L.A. - 2010 Kevin Shirley Remix,19 Mar 2020 09:27
Deep Purple,Come Taste The Band: 35th Anniversary Edition,The Drifter - 2010 Kevin Shirley Remix,19 Mar 2020 09:22
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Owed To 'G' - 2010 Kevin Shirley Remix,19 Mar 2020 09:19
Deep Purple,Come Taste The Band: 35th Anniversary Edition,This Time Around - 2010 Kevin Shirley Remix,19 Mar 2020 09:16
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Love Child - 2010 Kevin Shirley Remix,19 Mar 2020 09:13
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Kevin Shirley Remix,19 Mar 2020 09:08
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Lady Luck - 2010 Kevin Shirley Remix,19 Mar 2020 09:04
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Comin' Home - 2010 Kevin Shirley Remix,19 Mar 2020 09:04
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Comin' Home - 2010 Kevin Shirley Remix,19 Mar 2020 09:00
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - Single Edit,19 Mar 2020 08:55
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,19 Mar 2020 08:50
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,18 Mar 2020 18:16
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,18 Mar 2020 17:51
Dream Theater,A Dramatic Turn of Events,On the Backs of Angels,18 Mar 2020 17:08
Vinicio Capossela,Modì (2018 Remaster),Ultimo amore - 2018 Remaster,18 Mar 2020 14:17
Equipe 84,Equipe 84,29 Settembre,18 Mar 2020 13:43
Giorgio Gaber,Giorgio Gaber,La ballata del Cerutti,18 Mar 2020 13:39
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Red Light Indicates Doors Are Secured,18 Mar 2020 13:33
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Riot Van,18 Mar 2020 10:10
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Still Take You Home,18 Mar 2020 10:07
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,18 Mar 2020 10:07
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,18 Mar 2020 10:05
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,18 Mar 2020 10:05
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,18 Mar 2020 10:02
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales of San Francisco,18 Mar 2020 09:59
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,18 Mar 2020 09:56
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,The View from the Afternoon,18 Mar 2020 09:56
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,The View from the Afternoon,18 Mar 2020 09:53
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,18 Mar 2020 09:51
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Mardy Bum,18 Mar 2020 09:48
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,18 Mar 2020 09:44
Arctic Monkeys,AM,Snap Out of It,18 Mar 2020 09:41
Arctic Monkeys,AM,I Wanna Be Yours,18 Mar 2020 09:38
Arctic Monkeys,AM,Arabella,18 Mar 2020 09:30
Arctic Monkeys,Favourite Worst Nightmare,Fluorescent Adolescent,18 Mar 2020 09:27
Arctic Monkeys,AM,Why'd You Only Call Me When You're High?,18 Mar 2020 09:24
Arctic Monkeys,AM,R U Mine?,18 Mar 2020 09:01
Arctic Monkeys,AM,Do I Wanna Know?,18 Mar 2020 08:56
Le Vibrazioni,Pensami così,Pensami così,18 Mar 2020 08:11
Le Vibrazioni,Pensami così,Pensami così,18 Mar 2020 08:11
Brad Paisley,Mud On The Tires,Whiskey Lullaby (feat. Alison Krauss),18 Mar 2020 08:11
Laura Pausini,The Best of Laura Pausini - E Ritorno Da Te,Ascolta il tuo cuore,18 Mar 2020 08:06
Laura Pausini,The Best of Laura Pausini - E Ritorno Da Te,Ascolta il tuo cuore,18 Mar 2020 08:06
#3,,Virtual Party Band - Stop Loving You - Toto Cover,18 Mar 2020 07:29
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,A Certain Romance,17 Mar 2020 23:15
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,From the Ritz to the Rubble,17 Mar 2020 22:23
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,From the Ritz to the Rubble,17 Mar 2020 22:23
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,17 Mar 2020 22:19
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,17 Mar 2020 22:19
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Perhaps Vampires Is a Bit Strong But…,17 Mar 2020 22:16
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Mardy Bum,17 Mar 2020 22:13
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Mardy Bum,17 Mar 2020 22:13
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Red Light Indicates Doors Are Secured,17 Mar 2020 22:11
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Riot Van,17 Mar 2020 22:09
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Riot Van,17 Mar 2020 22:09
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Still Take You Home,17 Mar 2020 22:06
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Still Take You Home,17 Mar 2020 22:06
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,You Probably Couldn't See for the Lights but You Were Staring Straight at Me,17 Mar 2020 22:04
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,17 Mar 2020 22:01
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Dancing Shoes,17 Mar 2020 22:01
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales of San Francisco,17 Mar 2020 21:58
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,Fake Tales of San Francisco,17 Mar 2020 21:58
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,I Bet You Look Good on the Dancefloor,17 Mar 2020 21:55
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,The View from the Afternoon,17 Mar 2020 21:52
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,17 Mar 2020 21:47
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,17 Mar 2020 21:46
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,17 Mar 2020 21:44
Arctic Monkeys,Whatever People Say I Am That's What I'm Not,When the Sun Goes Down,17 Mar 2020 21:44
Il Signor Giancarlo e le Amazzoni,,tutta la storia,17 Mar 2020 19:38
The Allman Brothers Band,Eat A Peach,Little Martha,17 Mar 2020 15:04
The Allman Brothers Band,Eat A Peach,Blue Sky,17 Mar 2020 14:59
The Allman Brothers Band,Eat A Peach,Stand Back,17 Mar 2020 14:55
The Allman Brothers Band,Eat A Peach,Trouble No More - Live At The Fillmore East March 12 & 13 1971,17 Mar 2020 14:52
The Allman Brothers Band,Eat A Peach,One Way Out - Live At Fillmore East June 27 1971,17 Mar 2020 14:47
The Allman Brothers Band,Eat A Peach (Deluxe Edition),Mountain Jam (Theme From “First There Is A Mountain”) - Live At The Fillmore East March 12 & 13 1971,17 Mar 2020 14:34
The Allman Brothers Band,Eat A Peach (Deluxe Edition),Melissa,17 Mar 2020 14:30
The Allman Brothers Band,Eat A Peach (Deluxe Edition),Les Brers In A Minor,17 Mar 2020 14:21
The Allman Brothers Band,Eat A Peach (Deluxe Edition),Ain't Wastin' Time No More,17 Mar 2020 14:17
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Lady Luck - 2010 Digital Remaster,17 Mar 2020 14:14
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Comin' Home - 2010 Digital Remaster,17 Mar 2020 14:10
Judas Priest,Painkiller,Between the Hammer & the Anvil,17 Mar 2020 13:45
Judas Priest,Painkiller,Leather Rebel,17 Mar 2020 13:41
The Rolling Stones,Sticky Fingers (Remastered),Can't You Hear Me Knocking - Remastered,17 Mar 2020 09:51
The Rolling Stones,Sticky Fingers (Remastered),Wild Horses,17 Mar 2020 09:45
The Rolling Stones,Sticky Fingers (Remastered),Sway - Remastered,17 Mar 2020 09:41
The Rolling Stones,Sticky Fingers (Remastered),Brown Sugar - Remastered,17 Mar 2020 09:37
The Haunted,The Haunted Made Me Do It,Trespass,17 Mar 2020 07:59
The Haunted,The Haunted Made Me Do It,Bury Your Dead,17 Mar 2020 07:56
The Haunted,The Haunted Made Me Do It,Bury Your Dead,17 Mar 2020 07:56
Febbre Da Chitarra,,Le mie CHITARRE! Ecco cosa NON SOPPORTO (parte 1),16 Mar 2020 20:30
Jared Dines,,Fender Strat (Standard E) Metal???,16 Mar 2020 20:23
Fender Stratocaster Standard,,Metal - How does it sound ?,16 Mar 2020 20:02
Lupo,Scirocco,Marsala Is on Fire,16 Mar 2020 18:00
Jovanotti,Safari,A Te,16 Mar 2020 17:36
Ringo Starr,,Back Off Boogaloo,16 Mar 2020 17:16
Woodkid,Iron,Iron,16 Mar 2020 16:51
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Try It One More Time - Remastered,16 Mar 2020 16:42
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),In Memory Of Elizabeth Reed - Remastered,16 Mar 2020 16:32
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Just Ain't Easy - Remastered,16 Mar 2020 16:26
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Crazy Love - Remastered,16 Mar 2020 16:21
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Blind Love - Remastered,16 Mar 2020 16:15
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Need Your Love So Bad - Remastered,16 Mar 2020 16:11
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Blue Sky - Remastered,16 Mar 2020 16:03
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Can't Take It With You - Remastered,16 Mar 2020 15:58
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Not My Cross to Bear - Remastered,16 Mar 2020 15:52
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Not My Cross to Bear - Remastered,16 Mar 2020 15:46
The Allman Brothers Band,Live At Nassau Coliseum Uniondale NY. Dec 30th 1979 WLIR-FM Broadcast (Remastered),Don't Want You No More - Remastered,16 Mar 2020 15:44
The Allman Brothers Band,Eat A Peach,Little Martha,16 Mar 2020 15:40
The Allman Brothers Band,Eat A Peach,Blue Sky,16 Mar 2020 15:34
The Allman Brothers Band,Eat A Peach,Stand Back,16 Mar 2020 15:31
The Allman Brothers Band,Eat A Peach,Melissa,16 Mar 2020 15:26
The Allman Brothers Band,Eat A Peach,Ain't Wastin' Time No More,16 Mar 2020 15:19
The Allman Brothers Band,Eat A Peach,Blue Sky,16 Mar 2020 15:14
The Allman Brothers Band,Dreams,Jessica,16 Mar 2020 15:03
The Allman Brothers Band,Dreams,Ramblin' Man,16 Mar 2020 14:57
Creedence Clearwater Revival,Guitar Anthems,Bad Moon Rising,16 Mar 2020 14:56
Creedence Clearwater Revival,Guitar Anthems,Bad Moon Rising,16 Mar 2020 14:53
Wolfmother,Guitar Anthems,Woman,16 Mar 2020 14:30
Lynyrd Skynyrd,Guitar Anthems,Free Bird,16 Mar 2020 14:19
Styx,Guitar Anthems,Renegade,16 Mar 2020 14:16
Creedence Clearwater Revival,Guitar Anthems,Bad Moon Rising,16 Mar 2020 14:14
Steppenwolf,Guitar Anthems,Born To Be Wild - Single Version,16 Mar 2020 14:10
Eric Clapton,Guitar Anthems,Cocaine,16 Mar 2020 14:07
The Allman Brothers Band,Guitar Anthems,Midnight Rider,16 Mar 2020 14:04
Def Leppard,Hysteria,Excitable,16 Mar 2020 13:59
Def Leppard,Hysteria,Hysteria,16 Mar 2020 13:54
Def Leppard,Hysteria,Run Riot,16 Mar 2020 13:49
Def Leppard,Hysteria,Don't Shoot Shot Gun,16 Mar 2020 13:44
Def Leppard,Hysteria,Gods of War,16 Mar 2020 13:38
Def Leppard,Hysteria,Armageddon It,16 Mar 2020 13:32
Def Leppard,Hysteria,Pour Some Sugar on Me,16 Mar 2020 13:28
Def Leppard,Hysteria,Love Bites,16 Mar 2020 13:22
Def Leppard,Hysteria,Animal,16 Mar 2020 13:18
Def Leppard,Hysteria,Rocket,16 Mar 2020 13:11
Def Leppard,Hysteria,Women,16 Mar 2020 13:06
enceladus888,,quel mazzolin di borchie,16 Mar 2020 12:42
enceladus888,,quel mazzolin di borchie,16 Mar 2020 12:41
Def Leppard,Hysteria,Women,16 Mar 2020 12:16
Def Leppard,Hysteria,Hysteria,16 Mar 2020 12:09
Deep Purple,Made In Japan (Deluxe / 2014 Remaster),Lazy - Live In Tokyo Japan / 17th August 1972 / 2014 Remaster,16 Mar 2020 12:03
Deep Purple,Made In Japan (Deluxe / 2014 Remaster),Strange Kind Of Woman - Live In Osaka Japan / 16th August 1972 / 2014 Remaster,16 Mar 2020 11:56
Deep Purple,Made In Japan (Deluxe / 2014 Remaster),Strange Kind Of Woman - Live In Osaka Japan / 16th August 1972 / 2014 Remaster,16 Mar 2020 11:53
Deep Purple,Made In Japan (Deluxe / 2014 Remaster),The Mule - Live In Tokyo Japan / 17th August 1972 / 2014 Remaster,16 Mar 2020 11:44
Deep Purple,Made In Japan (Deluxe / 2014 Remaster),Smoke On The Water - Live In Osaka Japan / 15th August 1972 / 2014 Remaster,16 Mar 2020 11:37
Deep Purple,Made In Japan (Deluxe / 2014 Remaster),Highway Star - Live In Osaka Japan / 16th August 1972 / 2014 Remaster,16 Mar 2020 11:27
Deep Purple,A Fire in the Sky,Vincent Price,16 Mar 2020 10:43
Deep Purple,A Fire in the Sky,Hell To Pay,16 Mar 2020 10:22
Deep Purple,Come Taste The Band: 35th Anniversary Edition,I Need Love - 2010 Digital Remaster,16 Mar 2020 09:43
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - Single Edit,16 Mar 2020 09:39
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,16 Mar 2020 09:32
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Gettin' Tighter - 2010 Digital Remaster,16 Mar 2020 09:29
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Lady Luck - 2010 Digital Remaster,16 Mar 2020 09:26
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Comin' Home - 2010 Digital Remaster,16 Mar 2020 09:22
Stefano Monni,,europe ninja solo,15 Mar 2020 09:31
Stefano Monni,,europe ninja solo,15 Mar 2020 09:30
Stefano Monni,,europe ninja solo,15 Mar 2020 09:29
Stefano Monni,,europe ninja solo,15 Mar 2020 09:28
Stefano Monni,,europe ninja solo,15 Mar 2020 09:27
Foo Fighters,,RUN Guitar cover,15 Mar 2020 09:23
Foo Fighters,,RUN Guitar cover,15 Mar 2020 09:18
Tempo scaduto,,NON IMPORTA - musica alternativa,15 Mar 2020 09:11
Tempo scaduto,,Federico Barbarossa,15 Mar 2020 09:05
Tempo scaduto,,Federico Barbarossa,15 Mar 2020 09:00
La rosa di sangue,,Tempo Scaduto,15 Mar 2020 08:55
valterik63,,Decibel                              Decibel,14 Mar 2020 23:01
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - Single Edit,14 Mar 2020 17:46
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,14 Mar 2020 16:04
Deep Purple,Come Taste The Band: 35th Anniversary Edition,This Time Around/Owed To 'G' (Medley) - 2010 Digital Remaster,14 Mar 2020 15:58
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Love Child - 2010 Digital Remaster,14 Mar 2020 15:54
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Drifter - 2010 Digital Remaster,14 Mar 2020 15:50
Deep Purple,Come Taste The Band: 35th Anniversary Edition,I Need Love - 2010 Digital Remaster,14 Mar 2020 15:46
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Dealer - 2010 Digital Remaster,14 Mar 2020 15:42
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Gettin' Tighter - 2010 Digital Remaster,14 Mar 2020 15:38
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Comin' Home - 2010 Digital Remaster,14 Mar 2020 15:34
Deep Purple,Come Taste The Band: 35th Anniversary Edition,Lady Luck - 2010 Digital Remaster,14 Mar 2020 15:31
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,14 Mar 2020 15:25
Deep Purple,Come Taste The Band: 35th Anniversary Edition,You Keep On Moving - 2010 Digital Remaster,14 Mar 2020 15:20
Deep Purple,Stormbringer (Remastered),Hold On - 2009 Digital Remaster,14 Mar 2020 15:17
Deep Purple,Stormbringer (Remastered),Holy Man - 2009 Digital Remaster,14 Mar 2020 15:12
Deep Purple,Stormbringer (Remastered),Soldier Of Fortune - 2009 Digital Remaster,14 Mar 2020 15:09
Deep Purple,Stormbringer (Remastered),Love Don't Mean A Thing - 2009 Digital Remaster,14 Mar 2020 15:05
Deep Purple,Stormbringer (Remastered),Stormbringer - 2009 Digital Remaster,14 Mar 2020 15:00
Deep Purple,Stormbringer (Remastered),Lady Double Dealer - 2009 Digital Remaster,14 Mar 2020 14:56
Marillion,Fugazi,Fugazi - 1998 Remaster,14 Mar 2020 14:50
Marillion,Misplaced Childhood (2017 Remaster),White Feather - 2017 Remaster,14 Mar 2020 14:48
Marillion,Misplaced Childhood (2017 Remaster),Childhood's End? - 2017 Remaster,14 Mar 2020 14:43
Marillion,Misplaced Childhood (2017 Remaster),Blind Curve: Vocal Under a Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold - 2017 Remaster,14 Mar 2020 14:34
Marillion,Misplaced Childhood (2017 Remaster),Lords of the Backstage - 2017 Remaster,14 Mar 2020 14:32
Marillion,Misplaced Childhood (2017 Remaster),Waterhole (Expresso Bongo) - 2017 Remaster,14 Mar 2020 14:30
Marillion,Misplaced Childhood (2017 Remaster),Waterhole (Expresso Bongo) - 2017 Remaster,14 Mar 2020 14:27
Marillion,Misplaced Childhood (2017 Remaster),Heart of Lothian - 2017 Remaster,14 Mar 2020 14:23
Marillion,Misplaced Childhood (2017 Remaster),Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel / Misplaced Rendezvous / Windswept Thumb - 2017 Remaster,14 Mar 2020 14:03
Marillion,Misplaced Childhood (2017 Remaster),Kayleigh - 2017 Remaster,14 Mar 2020 13:58
Led Zeppelin,Led Zeppelin II,What Is and What Should Never Be - 1990 Remaster,13 Mar 2020 21:49
Led Zeppelin,Led Zeppelin II,What Is and What Should Never Be - 1990 Remaster,13 Mar 2020 21:45
Europe,Prisoners In Paradise,All Or Nothing,13 Mar 2020 21:33
Europe,Prisoners In Paradise,All Or Nothing,13 Mar 2020 21:33
Led Zeppelin,Led Zeppelin III (Remastered),Since I've Been Loving You - 1990 Remaster,13 Mar 2020 21:24
